x_MAP,y_MAP,x_NN,y_Adadelta,y_Adagrad,y_Adam,y_Adamax,y_Nadam,y_RMSprop,y_SGD
0.0,0.12299505200127701,0.0,0.13561662500000002,0.130382,0.125376,0.12447399999999999,0.12517762500000001,0.125815125,0.134039
0.5,0.09744600632908401,0.6151980448358361,0.10662012500000001,0.10116825,0.096039125,0.095316125,0.095931875,0.09654137500000001,0.104822125
1.0,0.075232326871217,1.2773130026738682,0.078405375,0.07314525,0.06829012500000001,0.0675805,0.06815725,0.068816125,0.07674925
1.5,0.056599030064577005,1.994096128130466,0.0527505,0.04801925,0.043791750000000004,0.04307575,0.043634625,0.04412775,0.051158375000000006
2.0,0.040433522039347004,2.775393958003867,0.03128075,0.027627875000000003,0.02431775,0.023857999999999997,0.024279125000000002,0.024545625,0.030060999999999997
2.5,0.028147394644535,3.633978951957732,0.015611875,0.013153625,0.010991375000000001,0.010673,0.010939125000000001,0.011101375,0.014795250000000001
3.0,0.018606424342159002,4.5868374895000645,0.006099375000000001,0.0048024999999999995,0.0036625,0.0034969999999999997,0.0036574999999999997,0.0036922500000000002,0.00563425
3.5,0.011679270855560002,5.657255233000498,0.00165375,0.00116975,0.00074575,0.0006925,0.00074275,0.00075075,0.0014918750000000001
4.0,0.006783606914108,6.878377020609685,0.00026875,0.00015875,6.625000000000001e-05,5.2625000000000005e-05,6.462500000000001e-05,6.000000000000001e-05,0.000230625
4.5,0.0035527266826240003,8.299701720649995,2.4e-05,1.1375e-05,1.5e-06,1.2499999999999999e-06,1.625e-06,2.125e-06,1.8e-05
5.0,0.0016777185295670002,10.0,1.2499999999999999e-06,1.25e-07,0.0,0.0,0.0,0.0,1.2499999999999999e-06
5.5,0.0007331089800440001,10.0,1.2499999999999999e-06,1.25e-07,0.0,0.0,0.0,0.0,1.2499999999999999e-06
6.0,0.000320345020425,10.0,1.2499999999999999e-06,1.25e-07,0.0,0.0,0.0,0.0,1.2499999999999999e-06
6.5,0.00012952677443500002,10.0,1.2499999999999999e-06,1.25e-07,0.0,0.0,0.0,0.0,1.2499999999999999e-06
7.0,4.3696780307570616e-05,10.0,1.2499999999999999e-06,1.25e-07,0.0,0.0,0.0,0.0,1.2499999999999999e-06
7.5,1.3640536771754911e-05,10.0,1.2499999999999999e-06,1.25e-07,0.0,0.0,0.0,0.0,1.2499999999999999e-06
7.6,1e-05,10.0,1.2499999999999999e-06,1.25e-07,0.0,0.0,0.0,0.0,1.2499999999999999e-06
