x_MAP,y_MAP,x_NN,y_Adadelta,y_Adagrad,y_Adam,y_Adamax,y_Nadam,y_RMSprop,y_SGD
0.0,0.12299505200127701,0.0,0.48325,0.43137499999999995,0.2419375,0.2565,0.2210625,0.295375,0.46725000000000005
0.5,0.09744600632908401,0.615,0.4831875,0.426625,0.2210625,0.2411875,0.1994375,0.282875,0.465875
1.0,0.075232326871217,1.2770000000000001,0.483375,0.42325,0.2019375,0.22593749999999999,0.17825000000000002,0.2685625,0.4625
1.5,0.056599030064577005,1.994,0.480875,0.420375,0.1803125,0.2096875,0.1533125,0.25475000000000003,0.46131249999999996
2.0,0.040433522039347004,2.775,0.47862499999999997,0.41543749999999996,0.16168749999999998,0.1928125,0.1295,0.23987499999999998,0.4569375
2.5,0.028147394644535,3.634,0.4785625,0.41112499999999996,0.14281249999999998,0.1791875,0.1029375,0.2273125,0.45481249999999995
3.0,0.018606424342159002,4.587,0.47862499999999997,0.4069375,0.1255,0.16375,0.082,0.2123125,0.454375
3.5,0.011679270855560002,5.657,0.47662499999999997,0.40081249999999996,0.1099375,0.1533125,0.0625,0.201125,0.45375000000000004
4.0,0.006783606914108,6.878,0.47650000000000003,0.39781249999999996,0.0991875,0.14531249999999998,0.04675000000000001,0.193125,0.44975000000000004
4.5,0.0035527266826240003,8.3,0.476875,0.395375,0.09356249999999999,0.139125,0.036250000000000004,0.1858125,0.4469375
5.0,0.0016777185295670002,10.0,0.4770625,0.39118749999999997,0.08650000000000001,0.13675,0.02875,0.1819375,0.4434375
5.5,0.0007331089800440001,10.0,0.4770625,0.39118749999999997,0.08650000000000001,0.13675,0.02875,0.1819375,0.4434375
6.0,0.000320345020425,10.0,0.4770625,0.39118749999999997,0.08650000000000001,0.13675,0.02875,0.1819375,0.4434375
6.5,0.00012952677443500002,10.0,0.4770625,0.39118749999999997,0.08650000000000001,0.13675,0.02875,0.1819375,0.4434375
7.0,4.3696780307570616e-05,10.0,0.4770625,0.39118749999999997,0.08650000000000001,0.13675,0.02875,0.1819375,0.4434375
7.5,1.3640536771754911e-05,10.0,0.4770625,0.39118749999999997,0.08650000000000001,0.13675,0.02875,0.1819375,0.4434375
7.6,1e-05,10.0,0.4770625,0.39118749999999997,0.08650000000000001,0.13675,0.02875,0.1819375,0.4434375
