x_MAP,y_MAP,x_NN,y_Adadelta,y_Adagrad,y_Adam,y_Adamax,y_Nadam,y_RMSprop,y_SGD
0.0,0.139980459801395,0.0,0.23525449999999998,0.23453812500000001,0.21898587500000002,0.21809425000000002,0.217328,0.221890625,0.23102525000000002
0.5,0.11090313431155902,0.6151980448358361,0.20513675,0.20439162500000002,0.182568125,0.183739125,0.181376625,0.18876262500000002,0.2003835
1.0,0.085621783445829,1.2773130026738682,0.1724485,0.171720375,0.144372875,0.14728875,0.14332625000000002,0.15329187500000002,0.1671895
1.5,0.066103540228622,1.994096128130466,0.13803437500000001,0.137239875,0.10609275,0.11032975,0.105331875,0.11698962500000001,0.132549
2.0,0.047223405554182,2.775393958003867,0.10338412500000001,0.10259912500000001,0.070450125,0.075249125,0.07004062500000001,0.081723875,0.0977575
2.5,0.032874104593189,3.633978951957732,0.070590125,0.0698485,0.040857625,0.045042625,0.040452375000000006,0.050664499999999994,0.06531537500000001
3.0,0.022300500321347002,4.5868374895000645,0.0422125,0.04137525,0.019694875,0.022490125,0.019347625,0.026545625000000003,0.037935750000000004
3.5,0.013998045980139002,5.657255233000498,0.020862625000000003,0.020261625000000002,0.0073805,0.008708125,0.007105875,0.010949625000000001,0.017943
4.0,0.008562178344582,6.878377020609685,0.007830499999999999,0.0074426250000000005,0.001993,0.00236075,0.0018463750000000001,0.0032105,0.006318375
4.5,0.004973123145824001,8.299701720649995,0.001901,0.001792,0.000356125,0.00039349999999999997,0.00029025,0.00060525,0.00143425
5.0,0.002814739464453,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
5.5,0.0015524271734340001,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
6.0,0.0008343500851560001,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
6.5,0.000460173227651,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
7.0,0.000206351077787,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
7.5,9.495724149488018e-05,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
8.0,4.149325720214718e-05,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
8.6,1e-05,10.0,0.00024099999999999998,0.0002205,3.2125e-05,3.375e-05,2.2250000000000002e-05,6.1375e-05,0.000169375
