x_MAP,y_MAP,x_NN,y_Adadelta,y_Adagrad,y_Adam,y_Adamax,y_Nadam,y_RMSprop,y_SGD
0.0,0.12299505200127701,0.0,0.21518862500000002,0.15811387500000001,0.12737475,0.12917125000000002,0.128633625,0.13367637500000001,0.2059065
0.5,0.09744600632908401,0.6151980448358361,0.192543875,0.129699125,0.098037,0.09993262500000001,0.099229,0.104330875,0.18163737500000002
1.0,0.075232326871217,1.2773130026738682,0.16874412500000002,0.10115275,0.070077875,0.07191212500000001,0.071203,0.07606099999999999,0.15632825
1.5,0.056599030064577005,1.994096128130466,0.144599625,0.07369625,0.04532875,0.046840375000000004,0.046231999999999995,0.05038675,0.13059362500000002
2.0,0.040433522039347004,2.775393958003867,0.12089712500000001,0.048893,0.025443125,0.026595875,0.0261,0.029385750000000002,0.10516475
2.5,0.028147394644535,3.633978951957732,0.09865375,0.028488875,0.011680125000000001,0.012379375000000001,0.012139125,0.014293750000000001,0.081591
3.0,0.018606424342159002,4.5868374895000645,0.07922812500000001,0.013842625,0.004010375,0.004287625000000001,0.00414825,0.005319625000000001,0.061098
3.5,0.011679270855560002,5.657255233000498,0.06374075,0.00516225,0.00086075,0.000947875,0.000896375,0.001315,0.044967125000000004
4.0,0.006783606914108,6.878377020609685,0.0528685,0.00126475,8.2625e-05,9.6375e-05,9.0125e-05,0.000183,0.033645999999999995
4.5,0.0035527266826240003,8.299701720649995,0.046204875,0.00016175,2.125e-06,2.75e-06,2.25e-06,1.2e-05,0.026534125000000002
5.0,0.0016777185295670002,10.0,0.042402875,5.875e-06,1.25e-07,0.0,0.0,2.5e-07,0.022047499999999998
5.5,0.0007331089800440001,10.0,0.042402875,5.875e-06,1.25e-07,0.0,0.0,2.5e-07,0.022047499999999998
6.0,0.000320345020425,10.0,0.042402875,5.875e-06,1.25e-07,0.0,0.0,2.5e-07,0.022047499999999998
6.5,0.00012952677443500002,10.0,0.042402875,5.875e-06,1.25e-07,0.0,0.0,2.5e-07,0.022047499999999998
7.0,4.3696780307570616e-05,10.0,0.042402875,5.875e-06,1.25e-07,0.0,0.0,2.5e-07,0.022047499999999998
7.5,1.3640536771754911e-05,10.0,0.042402875,5.875e-06,1.25e-07,0.0,0.0,2.5e-07,0.022047499999999998
7.6,1e-05,10.0,0.042402875,5.875e-06,1.25e-07,0.0,0.0,2.5e-07,0.022047499999999998
