x_MAP,y_MAP,x_NN,y_Adadelta,y_Adagrad,y_Adam,y_Adamax,y_Nadam,y_RMSprop,y_SGD
0.0,0.12299505200127701,0.0,0.13004793750000002,0.1258939375,0.12528268750000002,0.1243945625,0.125284625,0.125012875,0.12904837500000002
0.5,0.09744600632908401,0.615,0.100881625,0.09665156250000001,0.0959650625,0.0951464375,0.0958741875,0.09572662500000001,0.09991075
1.0,0.075232326871217,1.2770000000000001,0.072916875,0.06889487500000001,0.068192875,0.06749268750000001,0.0681051875,0.0680513125,0.07197318750000001
1.5,0.056599030064577005,1.994,0.0479228125,0.04434775,0.0438153125,0.0431683125,0.0437163125,0.043782125000000005,0.047064499999999995
2.0,0.040433522039347004,2.775,0.0274571875,0.024738625,0.0244190625,0.02398125,0.024325375000000003,0.024447,0.026841687500000003
2.5,0.028147394644535,3.634,0.013007062500000001,0.011228125,0.0110533125,0.010804062500000001,0.0109846875,0.0111911875,0.01258825
3.0,0.018606424342159002,4.587,0.0046384375,0.0037398125,0.0037041875,0.0035544375000000003,0.0036688125,0.00379125,0.004405125
3.5,0.011679270855560002,5.657,0.00105775,0.0007654375000000001,0.0007553750000000001,0.0007058125000000001,0.0007548125000000001,0.0007996875,0.000987375
4.0,0.006783606914108,6.878,0.00011768750000000001,6.56875e-05,6.587500000000002e-05,6.25625e-05,6.76875e-05,7.40625e-05,0.000103375
4.5,0.0035527266826240003,8.3,4.8125e-06,1.3125e-06,1.3125e-06,1.6875e-06,1.375e-06,1.5624999999999999e-06,3.1249999999999997e-06
5.0,0.0016777185295670002,10.0,6.25e-08,0.0,0.0,0.0,0.0,0.0,1.25e-07
5.5,0.0007331089800440001,10.0,6.25e-08,0.0,0.0,0.0,0.0,0.0,1.25e-07
6.0,0.000320345020425,10.0,6.25e-08,0.0,0.0,0.0,0.0,0.0,1.25e-07
6.5,0.00012952677443500002,10.0,6.25e-08,0.0,0.0,0.0,0.0,0.0,1.25e-07
7.0,4.3696780307570616e-05,10.0,6.25e-08,0.0,0.0,0.0,0.0,0.0,1.25e-07
7.5,1.3640536771754911e-05,10.0,6.25e-08,0.0,0.0,0.0,0.0,0.0,1.25e-07
7.6,1e-05,10.0,6.25e-08,0.0,0.0,0.0,0.0,0.0,1.25e-07
