x_MAP,y_MAP,x_NN,y_Adadelta,y_Adagrad,y_Adam,y_Adamax,y_Nadam,y_RMSprop,y_SGD
0.0,0.139980459801395,0.0,0.183470875,0.174087,0.15480149999999998,0.1514125,0.154850125,0.15620012500000002,0.18083912500000002
0.5,0.11090313431155902,0.6151980448358361,0.1504515,0.140641375,0.11938962500000001,0.11716125000000001,0.11954425,0.12202725,0.147751625
1.0,0.085621783445829,1.2773130026738682,0.1166615,0.106834125,0.0855,0.08415112500000001,0.085632125,0.08877425,0.11378262500000001
1.5,0.066103540228622,1.994096128130466,0.08380612500000001,0.07462725,0.055413375,0.054779625000000005,0.05541237500000001,0.058508,0.08107349999999999
2.0,0.047223405554182,2.775393958003867,0.054081,0.04642475,0.03155325,0.03126025,0.031491625,0.033791875,0.051821125
2.5,0.032874104593189,3.633978951957732,0.029932625,0.024512625000000003,0.015156875,0.0148845,0.0150545,0.016306375,0.028372625000000002
3.0,0.022300500321347002,4.5868374895000645,0.013397,0.010229125,0.0058445,0.005645875000000001,0.00580625,0.006228999999999999,0.01246325
3.5,0.013998045980139002,5.657255233000498,0.00442875,0.003101,0.00177825,0.001620375,0.0017126250000000002,0.0017828750000000002,0.00398725
4.0,0.008562178344582,6.878377020609685,0.0009264999999999999,0.0005951250000000001,0.0003805,0.000316625,0.00036675,0.0003385,0.00081025
4.5,0.004973123145824001,8.299701720649995,0.00010087500000000001,5.775000000000001e-05,4.8e-05,3.6625e-05,4.3375000000000004e-05,3.125e-05,8.175000000000001e-05
5.0,0.002814739464453,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
5.5,0.0015524271734340001,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
6.0,0.0008343500851560001,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
6.5,0.000460173227651,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
7.0,0.000206351077787,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
7.5,9.495724149488018e-05,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
8.0,4.149325720214718e-05,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
8.6,1e-05,10.0,2.875e-06,2e-06,2.125e-06,8.75e-07,1.8749999999999998e-06,1.2499999999999999e-06,2.75e-06
