x_MAP,y_MAP,x_NN,y_Adadelta,y_Adagrad,y_Adam,y_Adamax,y_Nadam,y_RMSprop,y_SGD
0.0,0.12299505200127701,0.0,0.21614612500000002,0.154610625,0.128134375,0.12870399999999999,0.12768375,0.135847875,0.222795
0.5,0.09744600632908401,0.615,0.192978375,0.12610425,0.09871787500000001,0.09955412500000001,0.09840075,0.10669737500000001,0.201221125
1.0,0.075232326871217,1.2770000000000001,0.16861425,0.09752725,0.07071000000000001,0.071667375,0.07050375,0.078368375,0.17891749999999998
1.5,0.056599030064577005,1.994,0.14356175000000002,0.07030175,0.045816625,0.046799125000000004,0.0455475,0.05263675,0.15642212500000002
2.0,0.040433522039347004,2.775,0.1185855,0.046030375000000005,0.025871875000000003,0.02686875,0.025636375000000003,0.031142625000000004,0.134552375
2.5,0.028147394644535,3.634,0.09470012500000001,0.02636975,0.011893875,0.01279275,0.011788125,0.015484999999999999,0.1142725
3.0,0.018606424342159002,4.587,0.0731415,0.012495375000000001,0.004078375,0.004670625,0.004039875,0.0060116250000000005,0.09691225
3.5,0.011679270855560002,5.657,0.055287499999999996,0.0045005,0.00087325,0.0011473750000000002,0.000858875,0.0016256250000000001,0.0835325
4.0,0.006783606914108,6.878,0.041924625,0.001063,7.9125e-05,0.00016725,7.625000000000001e-05,0.00027075,0.074515625
4.5,0.0035527266826240003,8.3,0.03306375,0.0001515,2.75e-06,1.4375e-05,1.75e-06,2.25e-05,0.06929312500000001
5.0,0.0016777185295670002,10.0,0.027554375000000002,1.1625000000000001e-05,0.0,3.75e-07,0.0,1.125e-06,0.06645775
5.5,0.0007331089800440001,10.0,0.027554375000000002,1.1625000000000001e-05,0.0,3.75e-07,0.0,1.125e-06,0.06645775
6.0,0.000320345020425,10.0,0.027554375000000002,1.1625000000000001e-05,0.0,3.75e-07,0.0,1.125e-06,0.06645775
6.5,0.00012952677443500002,10.0,0.027554375000000002,1.1625000000000001e-05,0.0,3.75e-07,0.0,1.125e-06,0.06645775
7.0,4.3696780307570616e-05,10.0,0.027554375000000002,1.1625000000000001e-05,0.0,3.75e-07,0.0,1.125e-06,0.06645775
7.5,1.3640536771754911e-05,10.0,0.027554375000000002,1.1625000000000001e-05,0.0,3.75e-07,0.0,1.125e-06,0.06645775
7.6,1e-05,10.0,0.027554375000000002,1.1625000000000001e-05,0.0,3.75e-07,0.0,1.125e-06,0.06645775
