es_no_db,ber
0.0,0.12299505200127775
0.5,0.09744600632908476
1.0,0.0752323268712176
1.5,0.056599030064577296
2.0,0.040433522039347705
2.5,0.02814739464453595
3.0,0.01860642434215985
3.5,0.011679270855560689
4.0,0.006783606914108303
4.5,0.0035527266826243264
5.0,0.0016777185295673398
5.5,0.0007331089800444448
6.0,0.0003203450204250928
6.5,0.00012952677443553274
7.0,0.00004369678030757062
7.5,0.000013640536771754916
7.6,0.00001
